issuer_name,disclosure_desc,link,date_posted
ALCOA TENN,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090536,01/05/2021
"AUMSVILLE RURAL FIRE PROTECTION DISTRICT MARION COUNTY, OREGON",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21091102,01/05/2021
"CHATHAM COUNTY, NORTH CAROLINA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090968,01/05/2021
"CITY OF ALCOA, TENNESSEE",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090536,01/05/2021
"CITY OF GARDENA FINANCING AGENCY (LOS ANGELES COUNTY, CALIFORNIA)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090888,01/05/2021
"CITY OF GARDENA, LOS ANGELES COUNTY, CALIFORNIA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090888,01/05/2021
"CITY OF ORANGE CITY, IOWA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090736,01/05/2021
"CITY OF ORANGE CITY, IOWA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090824,01/05/2021
"CITY OF REDWOOD FALLS, MINNESOTA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21089165,01/05/2021
"CITY OF RICE LAKE BARRON COUNTY, WISCONSIN",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090923,01/05/2021
CITY OF RICE LAKE WISCONSIN,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090923,01/05/2021
"CITY OF RICE LAKE, BARRON COUNTY WISCONSIN",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090923,01/05/2021
"CITY OF RICE LAKE, WI",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090923,01/05/2021
"CITY OF RICE LAKE, WISCONSIN",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090923,01/05/2021
"CITY OF WEST BURLINGTON DES MOINES COUNTY, IOWA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090918,01/05/2021
COLORADO EDUCATIONAL AND CULTURAL FACILITIES AUTHORITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090880,01/05/2021
"COMMUNITY UNIT SCHOOL DISTRICT NUMBER 321 CHILLICOTHE ILLINOIS VALLEY CENTRAL PEORIA AND MARSHALL COUNTIES, ILLINOIS",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090774,01/05/2021
"COUNTY OF CHATHAM, NORTH CAROLINA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090968,01/05/2021
"COUNTY OF CHATHAM, NORTH CAROLINA SERIES 2015",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090968,01/05/2021
"COUNTY OF MOORE, NORTH CAROLINA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21091137,01/05/2021
COUNTY OF ROCKINGHAM NORTH CAROLINA,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090936,01/05/2021
"CUMBERLAND COUNTY, TENNESSEE",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090979,01/05/2021
DESOTO COUNTY SCHOOL DISTRICT,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090939,01/05/2021
GATEWAY IMPT AUTH CALIF REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21091119,01/05/2021
GATEWAY IMPT AUTH CALIF REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21091120,01/05/2021
GATEWAY REFING AUTH CALIF REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21091122,01/05/2021
GREATER NEW HAVEN WATER POLLUTION CONTROL AUTHORITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090823,01/05/2021
GREATER NEW HAVEN WTR POLLUTION CTL AUTH CONN REGL WASTEWTR SYS REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090823,01/05/2021
"HORRY COUNTY, SOUTH CAROLINA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090859,01/05/2021
"HOUSING AND REDEVELOPMENT AUTHORITY OF THE CITY OF SAINT PAUL, MINNESOTA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090749,01/05/2021
"INDEPENDENT SCHOOL DISTRICT NO. 100 (WRENSHALL PUBLIC SCHOOLS), MINNESOTA (CARLTON COUNTY)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090974,01/05/2021
"INDEPENDENT SCHOOL DISTRICT NO. 241 (ALBERT LEA AREA SCHOOLS), MINNESOTA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090806,01/05/2021
"INDEPENDENT SCHOOL DISTRICT NO. 283 (ST. LOUIS PARK), MINNESOTA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090999,01/05/2021
"INDEPENDENT SCHOOL DISTRICT NO. 533 (DOVER-EYOTA), MINNESOTA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090962,01/05/2021
KENTON CNTY KY SCH DIST FIN CORP ENERGY CONSV REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090846,01/05/2021
KENTON CNTY KY SCH DIST FIN CORP SCH BLDG REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090846,01/05/2021
KENTON COUNTY SCHOOL DISTRICT FINANCE CORPORATION,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090846,01/05/2021
"KENTON COUNTY SCHOOL DISTRICT FINANCE CORPORATION, KENTUCKY",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090846,01/05/2021
LACKAWANNA MUN HSG AUTH N Y CAP FDS HSG REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21091040,01/05/2021
LACKAWANNA MUNICIPAL HOUSING AUTHORITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21091040,01/05/2021
LAKE CNTY FLA SCH BRD CTFS PARTN,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090929,01/05/2021
"LEXINGTON COUNTY, SOUTH CAROLINA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090821,01/05/2021
MADISON CNTY KY PUB LIBR DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21091080,01/05/2021
MADISON COUNTY PUBLIC LIBRARY DISTRICT (KENTUCKY),Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21091080,01/05/2021
"MADISON COUNTY PUBLIC LIBRARY DISTRICT, KENTUCKY",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21091080,01/05/2021
MAINE HEALTH AND HIGHER EDUCATIONAL FACILITIES AUTHORITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090993,01/05/2021
MARICOPA CNTY ARIZ INDL DEV AUTH SR LIVING HEALTHCARE REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090952,01/05/2021
MARICOPA CNTY ARIZ INDL DEV AUTH SR LIVING HEALTHCARE REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090945,01/05/2021
"MARICOPA COUNTY, ARIZONA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090904,01/05/2021
METROPOLITAN GOVERNMENT OF NASHVILLE AND DAVIDSON COUNTY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/ES1045054,01/05/2021
METROPOLITAN GOVERNMENT OF NASHVILLE AND DAVIDSON COUNTY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/ER932820,01/05/2021
"METROPOLITAN GOVERNMENT OF NASHVILLE AND DAVIDSON COUNTY, TENNESSEE",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/ES1045054,01/05/2021
"METROPOLITAN GOVERNMENT OF NASHVILLE AND DAVIDSON COUNTY, TENNESSEE",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/ER932820,01/05/2021
METROPOLITAN GOVT NASHVILLE & DAVIDSON CNTY TENN,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/ER932820,01/05/2021
METROPOLITAN GOVT NASHVILLE & DAVIDSON CNTY TENN,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/ES1045054,01/05/2021
METROPOLITAN GOVT NASHVILLE & DAVIDSON CNTY TENN SPORTS AUTH REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/ES1045054,01/05/2021
METROPOLITAN GOVT NASHVILLE & DAVIDSON CNTY TENN SPORTS AUTH REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/ER932820,01/05/2021
MISSISSIPPI HOME CORP HOMEOWNERSHIP MTG REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090902,01/05/2021
"MOORE(COUNTY OF), NORTH CAROLINA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21091137,01/05/2021
MOUNT ARLINGTON N J BRD ED,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090855,01/05/2021
"MOUNT PLEASANT AREA SCHOOL DISTRICT (WESTMORELAND COUNTY, PENNSYLVANIA)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090829,01/05/2021
"MOUNT PLEASANT AREA SCHOOL DISTRICT (WESTMORELAND COUNTY, PENNSYLVANIA)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090831,01/05/2021
"MOUNT PLEASANT AREA SCHOOL DISTRICT (WESTMORELAND COUNTY, PENNSYLVANIA)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090832,01/05/2021
MSR ENERGY AUTHORITY CALIFORNIA,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21091105,01/05/2021
"NEW HOLSTEIN SCHOOL DISTRICT, CALUMET, FOND DU LAC AND SHEBOYGAN COUNTIES, WISCONSIN",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090951,01/05/2021
NEW HOLSTEIN WIS SCH DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090951,01/05/2021
ORANGE CITY IOWA,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090736,01/05/2021
ORANGE CITY IOWA SWR REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090824,01/05/2021
"ORANGE COUNTY WATER CONTROL AND IMPROVEMENT DISTRICT NO. 1 (A POLITICAL SUBDIVISION OF THE STATE OF TEXAS LOCATED IN ORANGE COUNTY, TEXAS)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21076711,01/05/2021
PALM DESERT CALIF FING AUTH REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21091081,01/05/2021
PALM DESERT CALIF IMPT BD ACT 1915,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21091069,01/05/2021
PALM DESERT CALIF SPL TAX,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21091088,01/05/2021
PUBLIC FIN AUTH WIS PKG REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/ES1045054,01/05/2021
PUBLIC FINANCE AUTHORITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/ES1045054,01/05/2021
PUBLIC FINANCE AUTHORITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/ER932820,01/05/2021
RICE LAKE WIS,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090923,01/05/2021
RICHMOND CNTY N C,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090810,01/05/2021
ROCHESTER COMMUNITY UNIT SCHOOL DISTRICT NO. 3A,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21091059,01/05/2021
"ROCHESTER COMMUNITY UNIT SCHOOL DISTRICT NUMBER 3A SANGAMON AND CHRISTIAN COUNTIES, ILLINOIS",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21091059,01/05/2021
ROCKINGHAM CNTY N C CTFS PARTN,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090936,01/05/2021
SALT LAKE CITY UTAH PUB UTILS REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21091091,01/05/2021
"SCHOOL DISTRICT NUMBER 29, COOK COUNTY (SUNSET RIDGE), ILLINOIS",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21091092,01/05/2021
"SCHOOL DISTRICT NUMBER 29, COOK COUNTY ILLINOIS (SUNSET RIDGE A FEEDER ELEMENTARY SCHOOL TO NEW TRIER HIGH SCHOOL)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21091092,01/05/2021
"SCHOOL DISTRICT NUMBER 29, COOK COUNTY ILLINOIS (SUNSET RIDGE, A FEEDER ELEMENTARY SCHOOL TO NEW TRIER HIGH SCHOOL)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21091092,01/05/2021
"SCHOOL DISTRICT OF NEW HOLSTEIN CALUMET, FOND DU LAC AND SHEBOYGAN COUNTIES, WISCONSIN",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090951,01/05/2021
"SCHOOL DISTRICT OF NEW HOLSTEIN, CALUMET, FOND DU LAC AND SHEBOYGAN COUNTIES, WISCONSIN",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090951,01/05/2021
