issuer_name,disclosure_desc,link,date_posted
-,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31076027,01/06/2021
AGGREGATE PRINCIPAL AMOUNT COUNTY OF WYOMING COMMONWEALTH OF PENNSYLVANIA,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075963,01/06/2021
ARKANSAS DEVELOPMENT FINANCE AUTHORITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075813,01/06/2021
BEAUFORT CNTY S C SCH DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31076090,01/06/2021
"BEAUFORT COUNTY SCHOOL DISTRICT, SOUTH CAROLINA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31076090,01/06/2021
"BOARD OF EDUCATION OF WASATCH COUNTY SCHOOL DISTRICT, UTAH",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31076121,01/06/2021
"BUTLER TOWNSHIP, MONTGOMERY COUNTY, OHIO",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31076006,01/06/2021
CALIFORNIA MUNICIPAL FINANCE AUTHORITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075944,01/06/2021
CARVER & SIBLEY CNTYS MINN INDPT SCH DIST NO 108 CENTRAL PUB SCHS,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31076000,01/06/2021
CHAPEL HILL N C,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31076144,01/06/2021
CHAPEL HILL N C CTFS PARTN,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31076144,01/06/2021
CHARLESTOWN TOWNSHIP CHESTER COUNTY PENNSYLVANIA,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075848,01/06/2021
CHARLESTOWN TOWNSHIP PA,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075848,01/06/2021
"CITY OF GLENN HEIGHTS, TEXAS",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31076133,01/06/2021
"CITY OF HAM LAKE, MINNESOTA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11106159,01/06/2021
"CITY OF JEFFERSON CITY, TENNESSEE",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31076036,01/06/2021
CLIFTON PARK N Y,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31076042,01/06/2021
COLORADO EDUCATIONAL AND CULTURAL FACILITIES AUTHORITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075776,01/06/2021
COLORADO EDUCATIONAL AND CULTURAL FACILITIES AUTHORITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075978,01/06/2021
"COMMUNITY COLLEGE DISTRICT OF MINERAL AREA, MISSOURI",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075876,01/06/2021
COMMUNITY FACILITIES DISTRICT NO. 07-01 OF THE CITY OF VICTORVILLE,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31076140,01/06/2021
"COMMUNITY UNIT SCHOOL DISTRICT NUMBER 11, MACON AND LOGAN COUNTIES, ILLINOIS (WARRENSBURG-LATHAM)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31076131,01/06/2021
"COMMUNITY UNIT SCHOOL DISTRICT NUMBER 201-U, WILL COUNTY, ILLINOIS (CRETE-MONEE)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075773,01/06/2021
"COMMUNITY UNIT SCHOOL DISTRICT NUMBER 201-U, WILL COUNTY, ILLINOIS, (CRETE-MONEE)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075773,01/06/2021
DAKOTA COUNTY COMMUNITY DEVELOPMENT AGENCY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31076032,01/06/2021
DALLAS CNTY TEX FLOOD CTL DIST NO 1,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31076063,01/06/2021
DALLAS COUNTY FLOOD CONTROL DISTRICT NO. 1,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31076063,01/06/2021
"DANDRIDGE, TN",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31076024,01/06/2021
FREDONIA KANS HOSP REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075862,01/06/2021
GAINESVILLE AND HALL COUNTY DEVELOPMENT AUTHORITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075863,01/06/2021
"INDEPENDENT SCHOOL DISTRICT NO. 108 (CENTRAL PUBLIC SCHOOLS), MINNESOTA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31076000,01/06/2021
"INDEPENDENT SCHOOL DISTRICT NO. 196 (ROSEMOUNT-APPLE VALLEY-EAGAN), MINNESOTA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075948,01/06/2021
"INDEPENDENT SCHOOL DISTRICT NO. 196 (ROSEMOUNT-APPLE VALLEY-EAGAN), MINNESOTA (DAKOTA COUNTY)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075948,01/06/2021
"INDEPENDENT SCHOOL DISTRICT NO. 286 (BROOKLYN CENTER), MINNESOTA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075955,01/06/2021
"INDEPENDENT SCHOOL DISTRICT NO. 286 (BROOKLYN CENTER), MINNESOTA (HENNEPIN COUNTY)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075955,01/06/2021
"INDEPENDENT SCHOOL DISTRICT NO. 763 (MEDFORD), MINNESOTA (STEELE, RICE AND WASECA COUNTIES)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075801,01/06/2021
INDEPENDENT SCHOOL DISTRICT NO. 763 MEDFORD PUBLIC SCHOOLS MINNESOTA,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075801,01/06/2021
IOWA FINANCE AUTHORITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31076080,01/06/2021
IOWA HIGHER EDUCATION LOAN AUTHORITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075971,01/06/2021
ISD MEDFORD #763,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075801,01/06/2021
KANKAKEE CNTY ILL SCH DIST NO 53 BOURBONNAIS,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075999,01/06/2021
KANKAKEE CNTY ILL SCH DIST NO 53 BOURBONNAIS,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31076004,01/06/2021
MAINE HEALTH AND HIGHER EDUCATIONAL FACILITIES AUTHORITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21090993,01/06/2021
MASSACHUSETTS DEVELOPMENT FINANCE AGENCY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075846,01/06/2021
MAYOR AND CITY COUNCIL OF CUMBERLAND MARYLAND,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31076018,01/06/2021
MICHIGAN FINANCE AUTHORITY PUBLIC ACADEMY LIMITED OBLIGATION,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11106168,01/06/2021
MICHIGAN PUB EDL FACS AUTH REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11106168,01/06/2021
"NDSU RESEARCH & TECHNOLOGY PARK, INC.",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31076089,01/06/2021
NEW JERSEY ECONOMIC DEVELOPMENT AUTHORITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075851,01/06/2021
NOAH WEBSTER SCHOOLS - MESA PROJECT THE INDUSTRIAL DEVELOPMENT AUTHORITY OF THE COUNTY OF PIMA,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075843,01/06/2021
NORWOOD YOUNG AMERICA MINN INDPT SCH DIST NO 108,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31076000,01/06/2021
PACIFIC GROVE CALIF UNI SCH DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075844,01/06/2021
PACIFIC GROVE UNIFIED SCHOOL DISTRICT,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31075844,01/06/2021
