issuer_name,disclosure_desc,link,date_posted
ALPINE CALIF UN SCH DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31076719,02/07/2021
ALPINE UNION SCHOOL DISTRICT,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P31076719,02/07/2021
BLOOMINGTON INDEPENDENT SCHOOL DISTRICT (A POLITICAL SUBDIVISION OF THE STATE OF TEXAS LOCATED IN VICTORIA COUNTY TEXAS,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21096937,02/07/2021
BLOOMINGTON TEX INDPT SCH DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21096937,02/07/2021
"CALAVERAS UNIFIED SCHOOL DISTRICT COUNTY OF CALAVERAS, CALIFORNIA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21096925,02/07/2021
CALEXICO CALIF SCH FING AUTH,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21096938,02/07/2021
CALEXICO CALIF UNI SCH DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21096938,02/07/2021
"CALEXICO UNIFIED SCHOOL DISTRICT (IMPERIAL COUNTY, CALIFORNIA)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21096938,02/07/2021
"CALEXICO UNIFIED SCHOOL DISTRICT, CALIFORNIA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21096938,02/07/2021
"CITY OF MODESTO, CALIFORNIA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21096931,02/07/2021
EVERGREEN CALIF ELEM SCH DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21096941,02/07/2021
EVERGREEN CALIF SCH DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21096941,02/07/2021
"EVERGREEN ELEMENTARY SCHOOL DISTRICT, CALIFORNIA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21096941,02/07/2021
"EVERGREEN SCHOOL DISTRICT (COUNTY OF SANTA CLARA, CALIFORNIA)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21096941,02/07/2021
EVERGREEN SCHOOL DISTRICT GENERAL OBLIGATION BONDS,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21096941,02/07/2021
KENEDY INDEPENDENT SCHOOL DISTRICT,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21096935,02/07/2021
"KENEDY INDEPENDENT SCHOOL DISTRICT (A POLITICAL SUBDIVISION OF THE STATE OF TEXAS LOCATED IN KARNES COUNTY, TEXAS)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21096935,02/07/2021
KENEDY TEX INDPT SCH DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21096935,02/07/2021
LODI CALIF UNI SCH DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21096921,02/07/2021
LODI CALIF UNI SCH DIST CTFS PARTN,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21096921,02/07/2021
LODI CALIF UNI SCH DIST SCH FACS IMPT DIST NO 1,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21096921,02/07/2021
LODI UNIFIED SCHOOL DISTRICT,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21096921,02/07/2021
