issuer_name,disclosure_desc,link,date_posted
CITY OF DOUGLASVILLE,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21089859,01/02/2021
"DOUGLASVILLE CONVENTION & CONFERENCE CENTER AUTHORITY, GEORGIA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21089859,01/02/2021
DOUGLASVILLE CONVENTION AND CONFERENCE CENTER AUTHORITY (GEORGIA),Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21089859,01/02/2021
"LINDBERGH SCHOOLS (ST. LOUIS COUNTY, MISSOURI)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21089700,01/01/2021
"LINDBERGH SCHOOLS (ST. LOUIS COUNTY, MISSOURI) AS LESSEE, PURSUANT TO A LEASE AGREEMENT WITH THE COOPERATING SCHOOL DISTRICTS OF GREATER ST. LOUIS, INC., AS LESSOR",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21089700,01/01/2021
LINDBERGH SCHOOLS ST LOUIS COUNTY MISSOURI,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21089700,01/01/2021
"LINDBERGH SCHOOLS, MISSOURI",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21089700,01/01/2021
"MADISON LOCAL SCHOOL DISTRICT COUNTY OF RICHLAND, OHIO",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21089702,01/01/2021
"MADISON LOCAL SCHOOL DISTRICT COUNTY OF RICHLAND, OHIO",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21089702,01/01/2021
MADISON OHIO LOC SCH DIST RICHLAND CNTY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21089702,01/01/2021
MIDWAY CALIF ELEM SCH DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21089863,01/02/2021
"MIDWAY ELEMENTARY SCHOOL DISTRICT (KERN COUNTY, CALIFORNIA)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21089863,01/02/2021
RESCUE CALIF UN SCH DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21089866,01/02/2021
"RESCUE UNION HIGH SCHOOL DISTRICT (EL DORADO COUNTY, CALIFORNIA)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21089866,01/02/2021
"RESCUE UNION SCHOOL DISTRICT EL DORADO COUNTY, CALIFORNIA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21089866,01/02/2021
RESCUE UNION SCHOOL DISTRICT TO THE LOCAL FACILITIES FINANCE CORPORATION (CAPITAL PROJECTS),Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21089866,01/02/2021
ST LOUIS CNTY MO SCH DIST NO R-8 LINDBERGH,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21089700,01/01/2021
TAFT CALIF CITY ELEM SCH DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21089870,01/02/2021
TAFT CITY ELEMENTARY SCHOOL DISTRICT,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21089870,01/02/2021
THE BOARD OF GOVERNORS OF THE UNIVERSITY OF NORTH CAROLINA,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21089706,01/01/2021
"THE BOARD OF GOVERNORS OF THE UNIVERSITY OF NORTH CAROLINA, WESTERN CAROLINA UNIVERSITY",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21089706,01/01/2021
WESTERN CAROLINA UNIVERSITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21089706,01/01/2021
WESTERN CAROLINA UNIVERSITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21089703,01/01/2021
WESTERN CAROLINA UNIVERSITY (A CONSTITUENT INSTITUTION OF THE UNIVERSITY OF NORTH CAROLINA),Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21089703,01/01/2021
