issuer_name,disclosure_desc,link,date_posted
-,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11114316,01/28/2021
-,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113485,01/28/2021
ADAMS CNTY NEB SCH DIST NO 003 KENESAW,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113690,01/28/2021
ADAMS COUNTY SCHOOL DISTRICT 0003 (KENESAW PUBLIC SCHOOLS) IN THE STATE OF NEBRASKA,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113690,01/28/2021
AEROTROPOLIS REGIONAL TRANSPORTATION AUTHORITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113992,01/28/2021
"ALLEGHENY-CLARION VALLEY SCHOOL DISTRICT (CLARION, ARMSTRONG, BUTLER AND VENANGO COUNTIES, PENNSYLVANIA)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113783,01/28/2021
AMARILLO INDEPENDENT SCHOOL DISTRICT,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11105377,01/28/2021
"AMARILLO INDEPENDENT SCHOOL DISTRICT (A POLITICAL SUBDIVISION OF THE STATE OF TEXAS LOCATED IN POTTER AND RANDALL COUNTIES, TEXAS)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11105377,01/28/2021
"AMARILLO INDEPENDENT SCHOOL DISTRICT (POTTER & RANDALL COUNTIES, TEXAS)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11105377,01/28/2021
"AMARILLO INDEPENDENT SCHOOL DISTRICT, TEXAS",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11105377,01/28/2021
AMARILLO TEX INDPT SCH DIST,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11105377,01/28/2021
AMELIA NATL CMNTY DEV DIST FLA REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113598,01/28/2021
"BALSZ ELEMENTARY SCHOOL DISTRICT NO. 31 OF MARICOPA COUNTY, ARIZONA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113841,01/28/2021
"BALSZ ELEMENTARY SCHOOL DISTRICT NUMBER 31 OF MARICOPA COUNTY, ARIZONA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113841,01/28/2021
"BEACH COMMUNITY DEVELOPMENT DISTRICT (CITY OF JACKSONVILLE, FLORIDA)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113614,01/28/2021
"BEACH COMMUNITY DEVELOPMENT DISTRICT (CITY OF JACKSONVILLE, FLORIDA)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113619,01/28/2021
BLACKBURN CREEK CMNTY DEV FLA DIST SPL ASSMT REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113604,01/28/2021
"BLACKBURN CREEK COMMUNITY DEVELOPMENT DISTRICT (SARASOTA COUNTY, FLORIDA)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113606,01/28/2021
"BLACKBURN CREEK COMMUNITY DEVELOPMENT DISTRICT (SARASOTA COUNTY, FLORIDA)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113607,01/28/2021
"BLACKBURN CREEK COMMUNITY DEVELOPMENT DISTRICT (SARASOTA COUNTY, FLORIDA)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113608,01/28/2021
"BOARD OF EDUCATION OF THE TOMS RIVER REGIONAL SCHOOL DISTRICT, NEW JERSEY",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113746,01/28/2021
BOLINGBROOK ILL,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11114284,01/28/2021
"BOROUGH OF HO-HO-KUS, COUNTY OF BERGEN, NEW JERSEY",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113945,01/28/2021
"BOROUGH OF LODI COUNTY OF BERGEN, NEW JERSEY GENERAL IMPROVEMENT BONDS",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11114143,01/28/2021
"BOROUGH OF LODI, NEW JERSEY",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11114143,01/28/2021
BRAZORIA CNTY TEX MUN UTIL DIST NO 29,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11114389,01/28/2021
"BRAZORIA COUNTY MUNICIPAL UTILITY DISTRICT NO. 29 (A POLITICAL SUBDIVISION OF THE STATE OF TEXAS, LOCATED WITHIN BRAZORIA COUNTY, TEXAS)",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11114389,01/28/2021
"BRAZORIA COUNTY MUNICIPAL UTILITY DISTRICT NO. 29, TEXAS",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11114389,01/28/2021
CALIFORNIA CMNTY COLLEGE FING AUTH LEASE REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11114068,01/28/2021
CALIFORNIA COMMUNITY COLLEGE FINANCING AUTHORITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11114068,01/28/2021
CALIFORNIA STATEWIDE CMNTYS DEV AUTH REV,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113478,01/28/2021
CALIFORNIA STATEWIDE COMMUNITIES DEVELOPMENT AUTHORITY,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113899,01/28/2021
CASS COUNTY SCHOOL DISTRICT 0032 (LOUISVILLE PUBLIC SCHOOLS) IN THE STATE OF NEBRASKA,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11114119,01/28/2021
"CATALINA FOOTHILLS UNIFIED SCHOOL DISTRICT NO. 16 OF PIMA COUNTY, ARIZONA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113911,01/28/2021
"CATALINA FOOTHILLS UNIFIED SCHOOL DISTRICT NO.16 OF PIMA COUNTY, ARIZONA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113911,01/28/2021
"CATALINA FOOTHILLS UNIFIED SCHOOL DISTRICT NUMBER 16 OF PIMA COUNTY, ARIZONA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113911,01/28/2021
"CHESTER SEWER DISTRICT, SOUTH CAROLINA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11103325,01/28/2021
"CITY OF BATESVILLE, ARKANSAS PUBLIC FACILITIES BOARD",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113775,01/28/2021
"CITY OF CAYCE, SOUTH CAROLINA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113678,01/28/2021
CITY OF DURHAM NC,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113894,01/28/2021
CITY OF DURHAM NORTH CAROLINA,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113894,01/28/2021
"CITY OF DURHAM, NORTH CAROLINA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113894,01/28/2021
CITY OF GAITHERSBURG (MARYLAND),Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113534,01/28/2021
"CITY OF GASTONIA, NORTH CAROLINA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113948,01/28/2021
"CITY OF GEORGETOWN, SOUTH CAROLINA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113733,01/28/2021
"CITY OF GLENDALE, CALIFORNIA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11113803,01/28/2021
"CITY OF LAKELAND, FLORIDA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11114032,01/28/2021
"CITY OF MARICOPA, ARIZONA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11114360,01/28/2021
CITY OF MERCED,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11114341,01/28/2021
CITY OF MERCED COMMUNITY FACILITIES DISTRICT NO. 2005-1,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11114344,01/28/2021
CITY OF PHOENIX CIVIC IMPROVEMENT CORPORATION,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11114058,01/28/2021
CITY OF PHOENIX CIVIC IMPROVEMENT CORPORATION,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11114052,01/28/2021
CITY OF PHOENIX CIVIC IMPROVEMENT CORPORATION,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11114055,01/28/2021
"CITY OF SANFORD, NORTH CAROLINA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11114299,01/28/2021
"CITY OF SANFORD, NORTH CAROLINA",Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P11114305,01/28/2021
CITY OF SCOTTSDALE,Annual Financial Information and Operating Data,https://emma.msrb.org/MarketActivity/ContinuingDisclosureDetails/P21092466,01/28/2021
